Postcode,Service,Vendor,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
,,McDowells,58.0,116.0,174.0,221.0,253.0,284.0,349.0,415.0,426.0,436.0,467.0,488.0,509.0,529.0,550.0,571.0,592.0,612.0,623.0,633.0,649.0,649.0,649.0,649.0,649.0,649.0
,Economy,Joda,62,117.0,175.0,231.0,253.0,302.0,349,399.0,449.0,498.0,548.0,598.0,648.0,695.0,695.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,52.0,104.0,156.0,202.0,225.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0
IG,Next Day,Joda,64,123.0,180.0,239.0,260.0,305.0,322,368.0,414.0,460.0,506.0,552.0,598.0,644.0,690.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,58,111.0,164.0,216.0,239.0,285.0,322,368.0,414.0,460.0,506.0,552.0,598.0,644.0,690.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
IP,Next Day,Joda,66,127.0,189.0,244.0,268.0,317.0,349,399.0,449.0,498.0,548.0,598.0,648.0,695.0,695.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
,,McDowells,58.0,116.0,174.0,221.0,253.0,284.0,349.0,415.0,426.0,436.0,467.0,488.0,509.0,529.0,550.0,571.0,592.0,612.0,623.0,633.0,649.0,649.0,649.0,649.0,649.0,649.0
,Economy,Joda,55,104.0,153.0,201.0,219.0,260.0,349,399.0,449.0,498.0,548.0,598.0,648.0,695.0,695.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
,,McDowells,52.0,104.0,156.0,202.0,225.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0
LA1-10,Next Day,Joda,59,112.0,167.0,220.0,231.0,273.0,318,332.0,347.0,359.0,370.0,386.0,375.0,375.0,375.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0
,,McDowells,58.0,116.0,174.0,221.0,253.0,284.0,306.0,354.0,381.0,406.0,415.0,420.0,426.0,431.0,436.0,441.0,446.0,452.0,457.0,467.0,476.0,476.0,476.0,476.0,476.0,476.0
,Economy,Joda,52,102.0,150.0,197.0,209.0,246.0,318,332.0,347.0,359.0,370.0,386.0,375.0,375.0,375.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0,455.0
,,McDowells,50.0,100.0,150.0,188.0,215.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0
LA11 +,Next Day,Joda,82,165.0,243.0,317.0,332.0,392.0,391,396.0,402.0,418.0,428.0,445.0,445.0,445.0,445.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0
,,McDowells,58.0,116.0,174.0,221.0,253.0,284.0,306.0,354.0,381.0,406.0,415.0,420.0,426.0,431.0,436.0,441.0,446.0,452.0,457.0,467.0,476.0,476.0,476.0,476.0,476.0,476.0
,Economy,Joda,76,149.0,215.0,285.0,297.0,358.0,391,396.0,402.0,418.0,428.0,445.0,445.0,445.0,445.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0
,,McDowells,50.0,100.0,150.0,188.0,215.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0,234.0
NP,Next Day,Joda,62,117.0,174.0,230.0,252.0,296.0,318,355.0,400.0,444.0,488.0,533.0,577.0,621.0,661.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,57,108.0,159.0,208.0,225.0,271.0,318,355.0,400.0,444.0,488.0,533.0,577.0,621.0,661.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
NR,Next Day,Joda,66,127.0,189.0,244.0,268.0,317.0,349,399.0,449.0,498.0,548.0,598.0,648.0,695.0,695.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
,,McDowells,58.0,116.0,174.0,221.0,253.0,284.0,349.0,415.0,426.0,436.0,467.0,488.0,509.0,529.0,550.0,571.0,592.0,612.0,623.0,633.0,649.0,649.0,649.0,649.0,649.0,649.0
,Economy,Joda,55,104.0,153.0,201.0,219.0,260.0,349,399.0,449.0,498.0,548.0,598.0,648.0,695.0,695.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
,,McDowells,52.0,104.0,156.0,202.0,225.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0
PE 1-20,Next Day,Joda,62,117.0,174.0,230.0,252.0,300.0,318,355.0,400.0,444.0,488.0,533.0,556.0,556.0,556.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0
,,McDowells,58.0,116.0,174.0,221.0,253.0,284.0,349.0,415.0,426.0,436.0,446.0,457.0,467.0,477.0,488.0,498.0,509.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0
,Economy,Joda,57,108.0,159.0,208.0,225.0,271.0,318,355.0,400.0,444.0,488.0,533.0,556.0,556.0,556.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0,625.0
,,McDowells,52.0,104.0,156.0,202.0,225.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0
PE 21-29,Next Day,Joda,66,127.0,189.0,244.0,266.0,304.0,349,399.0,449.0,498.0,548.0,598.0,637.0,637.0,637.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0
,,McDowells,58.0,116.0,174.0,221.0,253.0,284.0,349.0,415.0,426.0,436.0,446.0,457.0,467.0,477.0,488.0,498.0,509.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0
,Economy,Joda,55,104.0,153.0,201.0,219.0,260.0,349,399.0,449.0,498.0,548.0,598.0,637.0,637.0,637.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0
,,McDowells,52.0,104.0,156.0,202.0,225.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0
PE 30,Next Day,Joda,66,127.0,189.0,244.0,268.0,317.0,319,340.0,360.0,380.0,400.0,420.0,454.0,488.0,522.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0
,,McDowells,58.0,116.0,174.0,221.0,253.0,284.0,349.0,415.0,426.0,436.0,446.0,457.0,467.0,477.0,488.0,498.0,509.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0
,Economy,Joda,55,104.0,153.0,201.0,219.0,260.0,319,340.0,360.0,380.0,400.0,420.0,454.0,488.0,522.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0,659.0
,,McDowells,52.0,104.0,156.0,202.0,225.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0
RG,Next Day,Joda,64,123.0,180.0,239.0,260.0,305.0,322,368.0,414.0,460.0,506.0,552.0,598.0,644.0,684.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,58,111.0,164.0,216.0,239.0,285.0,322,368.0,414.0,460.0,506.0,552.0,598.0,644.0,684.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
RM,Next Day,Joda,64,123.0,180.0,239.0,260.0,305.0,322,368.0,414.0,460.0,506.0,552.0,598.0,644.0,684.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,58,111.0,164.0,216.0,239.0,285.0,322,368.0,414.0,460.0,506.0,552.0,598.0,644.0,684.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
SL,Next Day,Joda,64,124.0,182.0,241.0,260.0,303.0,322,368.0,414.0,460.0,506.0,552.0,598.0,644.0,672.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,59,110.0,164.0,219.0,241.0,285.0,322,368.0,414.0,460.0,506.0,552.0,598.0,644.0,672.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
SP,Next Day,Joda,66,127.0,189.0,244.0,268.0,317.0,349,399.0,449.0,498.0,548.0,598.0,648.0,698.0,748.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
,,McDowells,77.0,148.0,216.0,286.0,337.0,387.0,437.0,492.0,526.0,558.0,602.0,644.0,685.0,727.0,768.0,810.0,851.0,893.0,934.0,955.0,971.0,971.0,971.0,971.0,971.0,971.0
,Economy,Joda,55,104.0,153.0,201.0,219.0,260.0,349,399.0,449.0,498.0,548.0,598.0,648.0,698.0,748.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0,800.0
,,McDowells,61.0,122.0,183.0,244.0,291.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0
WD,Next Day,Joda,62,117.0,174.0,230.0,252.0,300.0,311,355.0,400.0,444.0,488.0,533.0,577.0,621.0,667.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
,,McDowells,58.0,116.0,174.0,221.0,253.0,284.0,306.0,354.0,381.0,406.0,415.0,426.0,436.0,446.0,457.0,498.0,509.0,519.0,529.0,545.0,566.0,566.0,566.0,566.0,566.0,566.0
,Economy,Joda,57,108.0,159.0,208.0,225.0,271.0,311,355.0,400.0,444.0,488.0,533.0,577.0,621.0,667.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
,,McDowells,52.0,104.0,156.0,202.0,225.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0
YO (All Other),Next Day,Joda,66,127.0,189.0,244.0,268.0,317.0,349,399.0,449.0,498.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0
,,McDowells,58.0,116.0,174.0,221.0,253.0,284.0,349.0,415.0,426.0,436.0,446.0,457.0,467.0,477.0,488.0,498.0,509.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0
,Economy,Joda,55,104.0,153.0,201.0,219.0,260.0,349,399.0,449.0,498.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0,511.0
,,McDowells,52.0,104.0,156.0,202.0,225.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0
"YO1-8,19,51,60",Next Day,Joda,66,127.0,189.0,244.0,268.0,317.0,284,318.0,341.0,375.0,386.0,397.0,409.0,420.0,431.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0
,,McDowells,58.0,116.0,174.0,221.0,253.0,284.0,349.0,415.0,426.0,436.0,446.0,457.0,467.0,477.0,488.0,498.0,509.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0,519.0
,Economy,Joda,55,104.0,153.0,201.0,219.0,260.0,284,318.0,341.0,375.0,386.0,397.0,409.0,420.0,431.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0
,,McDowells,52.0,104.0,156.0,202.0,225.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0
BR,Next Day,Joda,69,132.0,196.0,253.0,280.0,331.0,349,399.0,449.0,498.0,548.0,598.0,648.0,695.0,695.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,62,117.0,175.0,231.0,253.0,302.0,349,399.0,449.0,498.0,548.0,598.0,648.0,695.0,695.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
CR,Next Day,Joda,75,148.0,216.0,284.0,305.0,363.0,382,436.0,491.0,545.0,600.0,654.0,695.0,695.0,695.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,67,131.0,193.0,253.0,276.0,333.0,382,436.0,491.0,545.0,600.0,654.0,695.0,695.0,695.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
DA,Next Day,Joda,64,123.0,179.0,238.0,258.0,309.0,322,368.0,414.0,460.0,506.0,552.0,598.0,644.0,690.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,57,110.0,163.0,216.0,240.0,289.0,322,368.0,414.0,460.0,506.0,552.0,598.0,644.0,690.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
KT,Next Day,Joda,75,148.0,216.0,284.0,305.0,363.0,389,445.0,500.0,556.0,612.0,667.0,709.0,709.0,709.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,67,131.0,193.0,253.0,276.0,333.0,389,445.0,500.0,556.0,612.0,667.0,709.0,709.0,709.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
ME,Next Day,Joda,75,148.0,216.0,284.0,306.0,368.0,387,443.0,498.0,553.0,609.0,664.0,720.0,741.0,775.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0
,,McDowells,77.0,148.0,216.0,286.0,337.0,387.0,437.0,492.0,526.0,558.0,602.0,644.0,685.0,727.0,768.0,810.0,851.0,893.0,934.0,955.0,971.0,971.0,971.0,971.0,971.0,971.0
,Economy,Joda,63,119.0,175.0,232.0,254.0,301.0,387,443.0,498.0,553.0,609.0,664.0,720.0,741.0,775.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0
,,McDowells,61.0,122.0,183.0,244.0,291.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0
RH,Next Day,Joda,69,132.0,196.0,253.0,280.0,331.0,334,380.0,428.0,476.0,523.0,571.0,619.0,667.0,707.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,62,117.0,175.0,231.0,253.0,302.0,334,380.0,428.0,476.0,523.0,571.0,619.0,667.0,707.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
SM,Next Day,Joda,75,144.0,213.0,272.0,321.0,372.0,382,436.0,491.0,545.0,600.0,654.0,695.0,695.0,695.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,67,131.0,193.0,253.0,276.0,333.0,382,436.0,491.0,545.0,600.0,654.0,695.0,695.0,695.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
SS,Next Day,Joda,66,127.0,189.0,244.0,268.0,317.0,349,399.0,449.0,498.0,548.0,598.0,648.0,672.0,672.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,55,104.0,153.0,201.0,219.0,260.0,349,399.0,449.0,498.0,548.0,598.0,648.0,672.0,672.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
TA,Next Day,Joda,70,132.0,196.0,256.0,283.0,332.0,349,399.0,449.0,498.0,548.0,598.0,648.0,698.0,748.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0
,,McDowells,77.0,148.0,216.0,286.0,337.0,387.0,437.0,492.0,526.0,558.0,602.0,644.0,685.0,727.0,768.0,810.0,851.0,893.0,934.0,955.0,971.0,971.0,971.0,971.0,971.0,971.0
,Economy,Joda,57,107.0,157.0,208.0,225.0,269.0,349,399.0,449.0,498.0,548.0,598.0,648.0,698.0,748.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0,803.0
,,McDowells,61.0,122.0,183.0,244.0,291.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0
TW,Next Day,Joda,69,132.0,196.0,253.0,280.0,331.0,427,488.0,548.0,610.0,671.0,686.0,702.0,728.0,761.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,62,117.0,175.0,231.0,253.0,302.0,427,488.0,548.0,610.0,671.0,686.0,702.0,728.0,761.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
UB,Next Day,Joda,69,132.0,196.0,253.0,280.0,331.0,427,488.0,548.0,610.0,671.0,686.0,702.0,728.0,761.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,63.0,126.0,184.0,252.0,284.0,322.0,364.0,445.0,477.0,509.0,540.0,566.0,583.0,600.0,616.0,637.0,651.0,670.0,688.0,706.0,779.0,779.0,779.0,779.0,779.0,779.0
,Economy,Joda,62,117.0,175.0,231.0,253.0,302.0,427,488.0,548.0,610.0,671.0,686.0,702.0,728.0,761.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0
,,McDowells,60.0,118.0,175.0,227.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
BH,Next Day,Joda,75,148.0,216.0,284.0,306.0,368.0,387,443.0,498.0,553.0,609.0,664.0,720.0,774.0,830.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0
,,McDowells,77.0,148.0,216.0,286.0,337.0,387.0,437.0,492.0,526.0,558.0,602.0,644.0,685.0,727.0,768.0,810.0,851.0,893.0,934.0,955.0,971.0,971.0,971.0,971.0,971.0,971.0
,Economy,Joda,63,119.0,175.0,232.0,254.0,301.0,387,443.0,498.0,553.0,609.0,664.0,720.0,774.0,830.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0
,,McDowells,61.0,122.0,183.0,244.0,291.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0
BN,Next Day,Joda,79,155.0,226.0,296.0,310.0,389.0,402,460.0,517.0,575.0,631.0,689.0,746.0,804.0,862.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0
,,McDowells,77.0,148.0,216.0,286.0,337.0,387.0,437.0,492.0,526.0,558.0,602.0,644.0,685.0,727.0,768.0,810.0,851.0,893.0,934.0,955.0,971.0,971.0,971.0,971.0,971.0,971.0
,Economy,Joda,65,125.0,183.0,242.0,270.0,322.0,402,460.0,517.0,575.0,631.0,689.0,746.0,804.0,862.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0
,,McDowells,61.0,122.0,183.0,244.0,291.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0
CT,Next Day,Joda,87,169.0,250.0,328.0,348.0,408.0,467,541.0,633.0,670.0,704.0,769.0,832.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0
,,McDowells,77.0,148.0,216.0,286.0,337.0,387.0,437.0,492.0,526.0,558.0,602.0,644.0,685.0,727.0,768.0,810.0,851.0,893.0,934.0,955.0,971.0,971.0,971.0,971.0,971.0,971.0
,Economy,Joda,76,149.0,220.0,287.0,303.0,361.0,467,541.0,633.0,670.0,704.0,769.0,832.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0
,,McDowells,61.0,122.0,183.0,244.0,291.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0,349.0
DT,Next Day,Joda,75,147.0,215.0,283.0,305.0,360.0,387,443.0,498.0,553.0,609.0,664.0,720.0,774.0,830.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0
,,McDowells,77.0,148.0,216.0,286.0,337.0,387.0,437.0,492.0,526.0,558.0,602.0,644.0,685.0,727.0,768.0,810.0,851.0,893.0,934.0,955.0,971.0,971.0,971.0,971.0,971.0,971.0
